location,year,bloom_date,normal_date,substitute_species
松山,2023,2023/3/18,3月24日,
松山,2024,2024/3/27,3月24日,
松山,2025,2025/3/25,3月24日,
高松,2021,2021/3/15,3月27日,
高松,2022,2022/3/24,3月27日,
高松,2023,2023/3/22,3月27日,
高松,2024,2024/3/29,3月27日,
高松,2025,2025/3/26,3月27日,
高知,2021,2021/3/15,3月22日,
高知,2022,2022/3/19,3月22日,
高知,2023,2023/3/17,3月22日,
高知,2024,2024/3/23,3月22日,
高知,2025,2025/3/23,3月22日,
徳島,2021,2021/3/25,3月28日,
徳島,2022,2022/3/25,3月28日,
徳島,2023,2023/3/23,3月28日,
徳島,2024,2024/4/1,3月28日,
徳島,2025,2025/3/26,3月28日,
下関,2021,2021/3/16,3月26日,
下関,2022,2022/3/25,3月26日,
下関,2023,2023/3/22,3月26日,
下関,2024,2024/3/29,3月26日,
下関,2025,2025/3/26,3月26日,
福岡,2021,2021/3/12,3月22日,
福岡,2022,2022/3/17,3月22日,
福岡,2023,2023/3/18,3月22日,
福岡,2024,2024/3/27,3月22日,
福岡,2025,2025/3/25,3月22日,
佐賀,2021,2021/3/17,3月24日,
佐賀,2022,2022/3/19,3月24日,
佐賀,2023,2023/3/22,3月24日,
佐賀,2024,2024/3/29,3月24日,
佐賀,2025,2025/3/25,3月24日,
大分,2021,2021/3/18,3月24日,
大分,2022,2022/3/23,3月24日,
大分,2023,2023/3/24,3月24日,
大分,2024,2024/3/30,3月24日,
大分,2025,2025/3/25,3月24日,
長崎,2021,2021/3/14,3月23日,
長崎,2022,2022/3/22,3月23日,
長崎,2023,2023/3/21,3月23日,
長崎,2024,2024/3/26,3月23日,
長崎,2025,2025/3/24,3月23日,
熊本,2021,2021/3/17,3月22日,
熊本,2022,2022/3/20,3月22日,
熊本,2023,2023/3/22,3月22日,
熊本,2024,2024/3/26,3月22日,
熊本,2025,2025/3/23,3月22日,
鹿児島,2021,2021/3/17,3月26日,
鹿児島,2022,2022/3/20,3月26日,
鹿児島,2023,2023/3/24,3月26日,
鹿児島,2024,2024/3/29,3月26日,
鹿児島,2025,2025/3/24,3月26日,
宮崎,2021,2021/3/16,3月23日,
宮崎,2022,2022/3/18,3月23日,
宮崎,2023,2023/3/19,3月23日,
宮崎,2024,2024/3/25,3月23日,
宮崎,2025,2025/3/24,3月23日,
名瀬,2021,2021/1/25,1月20日,ひかんざくら
名瀬,2022,2022/1/18,1月20日,ひかんざくら
名瀬,2023,2023/1/20,1月20日,ひかんざくら
名瀬,2024,2024/1/17,1月20日,ひかんざくら
名瀬,2025,2025/1/21,1月20日,ひかんざくら
石垣島,2021,2021/1/27,1月18日,ひかんざくら
石垣島,2022,2022/1/27,1月18日,ひかんざくら
石垣島,2023,2023/2/3,1月18日,ひかんざくら
石垣島,2024,2024/1/22,1月18日,ひかんざくら
石垣島,2025,2025/1/22,1月18日,ひかんざくら
宮古島,2021,2021/1/16,1月17日,ひかんざくら
宮古島,2022,2022/1/19,1月17日,ひかんざくら
宮古島,2023,2023/1/15,1月17日,ひかんざくら
宮古島,2024,2024/1/5,1月17日,ひかんざくら
宮古島,2025,2025/1/6,1月17日,ひかんざくら
那覇,2021,2021/1/4,1月16日,ひかんざくら
那覇,2022,2022/1/11,1月16日,ひかんざくら
那覇,2023,2023/1/7,1月16日,ひかんざくら
那覇,2024,2024/1/13,1月16日,ひかんざくら
那覇,2025,2025/1/5,1月16日,ひかんざくら
